mu	MCC
0.010000	0.297021
0.050000	0.311363
0.100000	0.317777
0.250000	0.318282
0.400000	0.315773
0.550000	0.325356
0.700000	0.316265
0.850000	0.328167
1.000000	0.301533
2.000000	0.339638
3.000000	0.328647
4.000000	0.410354
5.000000	0.353753
6.000000	0.279806
7.000000	0.320395
8.000000	0.352550
9.000000	0.277073
10.000000	0.341076
20.000000	0.302642
