mu	MCC
0.010000	0.670546
0.050000	0.747626
0.100000	0.668158
0.250000	0.708487
0.400000	0.711014
0.550000	0.764986
0.700000	0.657224
0.850000	0.661082
1.000000	0.715620
2.000000	0.741168
3.000000	0.684724
4.000000	0.719895
5.000000	0.743338
6.000000	0.746846
7.000000	0.759541
8.000000	0.711858
9.000000	0.705312
10.000000	0.730135
20.000000	0.726094
