47872	1
513	1
25091	1
41497	1
3333	1
8455	1
29449	0
6667	1
58299	1
5396	0
25220	1
8218	1
6939	0
20764	0
286	1
35369	1
59689	1
9002	1
1836	1
1280	1
57821	1
202032	0
2613	1
8758	0
49463	1
8763	1
6453	1
6720	1
25160	0
15435	1
1103	1
43100	0
12637	1
9189	1
2914	1
12859	1
198249	1
6762	1
31122	1
50300	1
196621	1
50304	1
25152	1
20612	1
7575	1
64396	0
48526	1
41617	1
198290	1
29075	1
8596	1
37271	1
20932	1
56730	1
8607	1
34288	1
24482	1
198385	1
680	1
28329	1
3257	1
15547	1
50620	0
28917	1
31424	0
50763	1
29636	1
49605	1
51405	1
202194	1
29140	1
16347	1
34781	1
57381	1
8928	1
6881	1
34019	1
553	1
13030	1
30844	1
8426	1
12779	1
4589	1
29680	1
29608	1
59891	1
15605	1
29686	1
2857	1
1273	1
41722	1
