Class	Node Name
1.000000	37468
1.000000	174
2.000000	24611
2.000000	6661
2.000000	51405
2.000000	8447
1.000000	3257
2.000000	6720
1.000000	57821
1.000000	12586
1.000000	8455
1.000000	1299
1.000000	12654
1.000000	2914
2.000000	198249
2.000000	13030
1.000000	28917
1.000000	39821
1.000000	22652
2.000000	198290
2.000000	34177
1.000000	12859
1.000000	34019
1.000000	8426
1.000000	3356
1.000000	20080
1.000000	6762
1.000000	1251
1.000000	50300
1.000000	8218
1.000000	16735
1.000000	22548
1.000000	52320
2.000000	12779
2.000000	8607
1.000000	37271
1.000000	327995
1.000000	1103
1.000000	12350
1.000000	7738
1.000000	263321
1.000000	8167
1.000000	3320
2.000000	12874
2.000000	15605
1.000000	701
1.000000	29680
1.000000	12956
1.000000	5511
1.000000	286
1.000000	1239
1.000000	2497
1.000000	7018
1.000000	3491
1.000000	14361
1.000000	6453
1.000000	4589
1.000000	47872
1.000000	263584
1.000000	41497
2.000000	15576
2.000000	29691
2.000000	47176
2.000000	8758
1.000000	8220
2.000000	196621
2.000000	51185
1.000000	23106
1.000000	50763
1.000000	8943
1.000000	28329
1.000000	38930
1.000000	8283
2.000000	30781
2.000000	59689
1.000000	2895
1.000000	3267
2.000000	4777
1.000000	64396
1.000000	1280
2.000000	25435
2.000000	20612
1.000000	41722
1.000000	20764
2.000000	1221
2.000000	4637
2.000000	4608
1.000000	41617
1.000000	31261
2.000000	3333
2.000000	1257
2.000000	3549
1.000000	52720
1.000000	29222
1.000000	3303
1.000000	37100
1.000000	327782
2.000000	2613
2.000000	6893
2.000000	25160
1.000000	9304
1.000000	25074
1.000000	9189
1.000000	61157
2.000000	29075
2.000000	198385
2.000000	58308
1.000000	1916
1.000000	20562
1.000000	2603
1.000000	52863
1.000000	25091
1.000000	13002
2.000000	59891
2.000000	51395
1.000000	25152
1.000000	6939
1.000000	12389
1.000000	25227
1.000000	327960
1.000000	30132
1.000000	6730
1.000000	513
1.000000	1273
1.000000	3216
2.000000	8468
1.000000	5392
1.000000	53070
1.000000	10429
1.000000	262589
1.000000	28666
1.000000	7575
1.000000	37239
1.000000	15547
1.000000	25933
1.000000	35054
1.000000	3252
2.000000	58299
2.000000	1836
2.000000	49463
1.000000	19151
1.000000	29140
2.000000	51945
2.000000	45896
1.000000	12637
2.000000	6667
1.000000	24482
1.000000	37497
2.000000	1764
2.000000	56730
1.000000	33891
1.000000	553
1.000000	29686
2.000000	35699
1.000000	15435
1.000000	680
1.000000	14061
1.000000	62567
1.000000	13237
1.000000	49605
1.000000	16347
2.000000	48526
1.000000	41095
1.000000	30844
1.000000	9002
2.000000	42708
1.000000	28220
1.000000	5413
1.000000	262757
2.000000	29608
1.000000	20932
2.000000	8596
2.000000	34288
2.000000	50304
2.000000	34781
1.000000	52888
2.000000	57381
2.000000	31424
2.000000	202194
1.000000	25220
1.000000	8222
2.000000	5396
