mu	MCC
0.010000	0.403902
0.050000	0.373431
0.100000	0.391639
0.250000	0.404880
0.400000	0.408894
0.550000	0.390833
0.700000	0.400041
0.850000	0.338758
1.000000	0.355194
2.000000	0.456500
3.000000	0.365337
4.000000	0.376943
5.000000	0.341692
6.000000	0.324960
7.000000	0.354211
8.000000	0.353623
9.000000	0.383140
10.000000	0.343366
20.000000	0.400084
