mu	MCC
0.010000	0.607851
0.050000	0.536326
0.100000	0.547281
0.250000	0.622512
0.400000	0.644586
0.550000	0.594326
0.700000	0.591382
0.850000	0.646641
1.000000	0.594398
2.000000	0.628426
3.000000	0.606122
4.000000	0.517443
5.000000	0.635204
6.000000	0.721284
7.000000	0.619560
8.000000	0.573244
9.000000	0.613055
10.000000	0.637179
20.000000	0.618998
