mu	MCC
0.010000	0.548087
0.050000	0.433331
0.100000	0.493812
0.250000	0.594186
0.400000	0.475358
0.550000	0.474057
0.700000	0.379590
0.850000	0.507148
1.000000	0.359306
2.000000	0.469518
3.000000	0.486879
4.000000	0.516686
5.000000	0.529370
6.000000	0.603897
7.000000	0.444124
8.000000	0.487264
9.000000	0.397859
10.000000	0.553278
20.000000	0.467776
