mu	MCC
0.010000	0.378791
0.050000	0.244988
0.100000	0.403436
0.250000	0.345762
0.400000	0.337180
0.550000	0.302545
0.700000	0.328778
0.850000	0.370915
1.000000	0.352164
2.000000	0.421285
3.000000	0.244193
4.000000	0.301995
5.000000	0.414441
6.000000	0.351135
7.000000	0.376348
8.000000	0.425317
9.000000	0.383066
10.000000	0.354089
20.000000	0.329705
