mu	MCC
0.010000	0.602730
0.050000	0.589894
0.100000	0.608590
0.250000	0.634747
0.400000	0.617743
0.550000	0.584545
0.700000	0.586342
0.850000	0.539274
1.000000	0.581260
2.000000	0.570365
3.000000	0.547923
4.000000	0.588898
5.000000	0.645915
6.000000	0.595611
7.000000	0.600689
8.000000	0.572303
9.000000	0.604401
10.000000	0.567228
20.000000	0.564218
