47872	1
198249	0
20612	1
25091	0
3333	1
8455	0
6667	1
29680	1
196621	1
12859	0
5392	1
22548	0
30132	0
59414	1
327960	1
41497	1
8218	0
57821	1
20764	1
8222	0
8283	0
5413	0
29222	1
59689	0
9002	0
2603	0
1836	1
1280	0
3549	1
1103	0
6453	0
8758	1
49463	0
3252	1
327995	1
28220	0
12350	0
15605	0
25152	0
23106	0
37271	1
45896	0
15435	0
53070	0
2895	1
30844	1
20562	0
15699	0
9304	1
25435	1
37468	1
12637	1
16735	0
2914	0
58299	1
262757	0
62567	0
286	0
6762	0
20080	0
35699	1
37239	1
5396	1
553	1
50300	0
7018	0
52863	0
50304	1
34177	0
25220	0
41095	0
25227	1
64396	0
39821	0
48526	0
14061	0
41617	1
198290	1
29075	0
8596	0
4608	1
7575	0
52888	0
56730	0
8607	0
263584	0
34288	1
24482	0
3491	1
51185	0
29608	1
4777	1
22652	0
25160	0
14361	0
13237	0
3257	0
15547	0
6720	0
31424	1
2497	0
50763	0
20932	1
49605	0
680	1
51405	1
19151	0
202194	1
29140	0
2613	0
37497	0
16347	0
34781	0
57381	1
34019	0
9189	1
13030	0
1916	0
8426	0
12779	0
4589	0
35054	0
52720	0
198385	1
59891	1
28917	1
29686	0
28329	0
2516	0
41722	1
29691	1
