Class	Node Name
1.000000	52873
1.000000	18881
1.000000	52720
1.000000	1916
1.000000	27750
1.000000	52888
1.000000	22548
1.000000	16735
1.000000	14061
1.000000	1299
2.000000	7018
1.000000	2914
1.000000	34781
1.000000	31025
1.000000	59891
1.000000	51395
1.000000	12654
1.000000	680
2.000000	42708
2.000000	25220
1.000000	5413
1.000000	6762
2.000000	12779
2.000000	25160
2.000000	37239
2.000000	36937
1.000000	11537
2.000000	24611
2.000000	51405
2.000000	6661
2.000000	29075
2.000000	58308
2.000000	30844
1.000000	8220
1.000000	15547
2.000000	8426
2.000000	6777
1.000000	34288
1.000000	15576
2.000000	8468
2.000000	56730
2.000000	51945
1.000000	20932
2.000000	2613
2.000000	6893
1.000000	48039
1.000000	12586
1.000000	8596
1.000000	29551
1.000000	3320
1.000000	8222
1.000000	13030
1.000000	3257
1.000000	3303
2.000000	37179
2.000000	327984
2.000000	57821
2.000000	34177
1.000000	1836
2.000000	50300
1.000000	25091
1.000000	20965
1.000000	174
2.000000	48526
1.000000	8218
1.000000	22388
2.000000	16347
1.000000	3252
2.000000	39326
1.000000	13002
1.000000	20764
2.000000	8607
1.000000	8758
1.000000	20612
1.000000	2895
1.000000	3267
1.000000	29691
1.000000	198249
1.000000	57118
1.000000	8422
1.000000	9189
2.000000	3356
1.000000	14361
2.000000	29608
2.000000	3549
2.000000	22652
1.000000	1853
1.000000	6720
1.000000	1764
1.000000	28917
1.000000	39821
1.000000	7660
2.000000	2500
1.000000	9270
2.000000	1221
1.000000	4637
2.000000	4608
1.000000	6830
1.000000	513
1.000000	9002
1.000000	3333
1.000000	41095
1.000000	8928
2.000000	49463
1.000000	53070
1.000000	10429
2.000000	286
1.000000	13101
1.000000	19151
2.000000	6453
2.000000	50304
2.000000	31122
1.000000	28220
1.000000	12956
1.000000	6695
1.000000	263584
1.000000	263321
1.000000	7738
1.000000	24490
1.000000	58299
1.000000	25152
1.000000	6939
1.000000	35699
1.000000	262589
1.000000	28329
1.000000	4589
1.000000	9304
1.000000	1280
1.000000	202194
1.000000	198385
1.000000	1273
1.000000	6667
1.000000	24482
1.000000	47872
1.000000	52863
1.000000	4809
1.000000	64396
1.000000	3491
1.000000	12874
1.000000	15605
1.000000	12350
1.000000	34019
1.000000	31424
1.000000	33891
1.000000	29140
1.000000	29680
2.000000	59689
1.000000	13237
1.000000	7575
2.000000	4777
1.000000	20080
1.000000	25933
1.000000	26615
2.000000	50620
1.000000	29686
2.000000	198290
1.000000	28138
1.000000	8732
2.000000	57381
1.000000	262317
2.000000	327995
2.000000	37271
1.000000	41562
1.000000	196621
1.000000	2497
1.000000	553
1.000000	62567
1.000000	49605
1.000000	29222
