1280	1
513	1
12779	0
3333	0
8455	0
6667	0
64396	0
196621	1
48526	1
14061	1
41617	1
198290	1
29075	1
8596	1
7575	1
20080	1
8218	0
28571	1
59689	1
286	0
263152	1
24482	0
6939	1
35369	1
680	0
2857	1
9002	0
1836	0
262317	1
12637	0
553	0
6453	0
49463	1
3257	0
8763	1
50620	1
263075	1
2613	1
25152	1
2497	0
23106	1
29636	0
29680	0
25160	0
25091	1
50763	1
37271	0
53070	1
1103	0
263651	1
29140	1
6720	1
19151	0
37468	0
34781	0
47872	1
16735	1
8928	0
2914	0
34019	0
37989	0
13030	0
62567	1
1916	1
7018	0
22548	1
4589	0
31122	1
52720	1
29608	0
15605	1
28329	0
1273	0
41722	1
52863	0
22652	0
6762	0
8426	0
