mu	MCC
0.010000	0.088147
0.050000	0.074393
0.100000	0.060730
0.250000	0.048244
0.400000	0.056526
0.550000	0.034930
0.700000	0.072153
0.850000	0.110721
1.000000	0.021465
2.000000	0.137970
3.000000	0.049561
4.000000	0.165632
5.000000	0.186579
6.000000	0.150628
7.000000	0.135788
8.000000	0.133628
9.000000	0.060493
10.000000	0.118898
20.000000	0.077688
