1280	1
513	1
25091	1
3333	1
37640	1
6667	1
8218	1
6939	1
20764	1
286	1
16347	1
57381	1
35369	1
9002	1
1836	1
2857	1
57821	1
2613	1
8758	1
49463	1
8763	1
1853	1
6720	1
263152	1
25160	1
53067	1
53070	1
30844	1
34019	1
34288	1
9304	1
43100	1
16735	1
2914	1
37989	1
62567	1
6762	1
31122	1
20080	1
37239	1
37497	1
22652	1
7018	1
52863	1
50304	1
25152	1
25220	1
37271	1
48526	1
4589	1
198290	1
29075	1
8596	1
7575	1
29636	1
56730	1
28571	1
8607	1
29680	1
24482	1
263075	1
680	1
28329	1
262317	1
3257	1
15547	1
50620	1
2497	1
20932	1
1916	1
51405	1
264911	1
42708	1
19151	1
34781	1
6881	1
263651	1
553	1
13030	1
50300	1
8426	1
12779	1
14061	1
262757	1
52720	1
28917	1
29686	1
59689	1
29140	1
9189	1
