1280	1
513	1
25091	1
37640	1
52873	1
6667	1
20932	1
328206	1
262317	1
31122	1
22548	1
7575	1
52888	1
20080	1
56730	1
6939	1
8896	1
286	0
8607	1
52720	1
24482	1
3491	1
20764	1
28571	1
2857	1
57111	1
3257	1
15547	1
6720	1
25152	1
2497	1
23106	1
53067	1
29636	1
263152	1
4777	1
25160	1
37239	1
47692	0
53070	1
264911	1
39122	1
263075	1
263508	1
9304	1
28634	1
19151	1
37468	1
16735	1
2914	1
262757	1
13030	1
1916	1
6762	0
14061	1
34288	1
38001	1
28917	1
29680	1
35369	1
37271	1
41722	1
30844	1
8426	1
31742	1
