mu	MCC
0.010000	0.150315
0.050000	0.160017
0.100000	0.177884
0.250000	0.247672
0.400000	0.132567
0.550000	0.160770
0.700000	0.256523
0.850000	0.158117
1.000000	0.204736
2.000000	0.205740
3.000000	0.194113
4.000000	0.270655
5.000000	0.333851
6.000000	0.339294
7.000000	0.381997
8.000000	0.255125
9.000000	0.152415
10.000000	0.255782
20.000000	0.245409
