Class	Node Name
1.000000	52873
1.000000	18881
1.000000	52720
1.000000	1916
1.000000	174
1.000000	22548
1.000000	16735
1.000000	14061
1.000000	1299
1.000000	7018
1.000000	701
1.000000	34781
1.000000	13030
1.000000	8447
1.000000	3320
1.000000	6720
1.000000	53070
1.000000	10429
1.000000	37239
1.000000	4809
1.000000	29075
1.000000	58308
1.000000	5396
1.000000	3356
1.000000	6453
2.000000	2497
1.000000	4230
1.000000	4134
1.000000	286
1.000000	6762
1.000000	702
1.000000	2914
1.000000	1280
1.000000	7738
1.000000	1239
1.000000	6461
1.000000	23148
1.000000	8468
1.000000	3549
1.000000	8218
1.000000	3252
1.000000	12654
1.000000	48039
1.000000	12586
1.000000	8596
1.000000	12956
1.000000	28138
1.000000	57821
1.000000	4589
1.000000	3257
1.000000	30844
1.000000	20764
1.000000	35054
1.000000	35699
1.000000	2895
1.000000	29076
1.000000	29691
1.000000	57118
1.000000	15576
1.000000	34177
1.000000	51185
1.000000	8426
1.000000	22652
1.000000	41095
1.000000	8607
1.000000	51405
1.000000	24611
1.000000	1853
1.000000	1764
2.000000	263321
2.000000	263584
2.000000	4777
1.000000	39821
1.000000	9002
1.000000	9189
1.000000	8422
1.000000	30132
1.000000	12859
1.000000	19151
1.000000	8220
1.000000	15547
1.000000	4637
1.000000	47872
1.000000	28220
1.000000	41497
1.000000	5511
1.000000	48526
1.000000	1273
1.000000	6667
1.000000	15435
1.000000	37271
1.000000	327995
1.000000	24482
1.000000	6661
2.000000	262757
1.000000	52863
1.000000	198385
1.000000	202194
1.000000	41562
1.000000	12874
1.000000	3303
1.000000	15605
1.000000	59689
1.000000	30781
1.000000	12350
1.000000	29680
1.000000	3333
1.000000	1136
1.000000	20080
1.000000	5392
1.000000	25933
1.000000	26615
1.000000	31463
1.000000	50300
1.000000	56730
1.000000	58299
1.000000	1103
1.000000	12389
1.000000	20562
1.000000	2613
1.000000	6893
1.000000	262317
1.000000	31424
1.000000	42708
1.000000	50304
1.000000	513
1.000000	50763
1.000000	8943
1.000000	12779
1.000000	7575
1.000000	29686
1.000000	8455
1.000000	14361
1.000000	16347
1.000000	553
1.000000	680
1.000000	8732
1.000000	49605
1.000000	13237
1.000000	38930
1.000000	62567
1.000000	198249
1.000000	1221
1.000000	16397
1.000000	29222
1.000000	13193
1.000000	49463
1.000000	196621
1.000000	34288
1.000000	8758
1.000000	25160
1.000000	3491
1.000000	25220
1.000000	8222
1.000000	59891
1.000000	51395
1.000000	1836
1.000000	25091
1.000000	13002
1.000000	20612
1.000000	13101
1.000000	4608
1.000000	28917
2.000000	25152
1.000000	34019
1.000000	12637
1.000000	64396
1.000000	9304
1.000000	57381
1.000000	20932
1.000000	263075
1.000000	29140
1.000000	198290
1.000000	28329
1.000000	31122
1.000000	50620
1.000000	29608
1.000000	8283
