Class	Node Name
1.000000	37468
1.000000	37271
2.000000	2857
2.000000	6939
2.000000	8447
2.000000	6720
2.000000	24785
2.000000	8763
2.000000	62567
1.000000	174
1.000000	64396
1.000000	6667
1.000000	1836
1.000000	24482
1.000000	12637
1.000000	25160
1.000000	29636
1.000000	12779
1.000000	19151
1.000000	2914
1.000000	286
1.000000	9002
1.000000	22652
1.000000	3356
2.000000	198290
1.000000	2603
1.000000	7018
1.000000	1299
1.000000	4844
1.000000	6453
1.000000	3257
1.000000	6461
1.000000	1239
1.000000	6762
1.000000	2497
1.000000	34019
1.000000	3303
2.000000	1280
2.000000	513
2.000000	6730
2.000000	31133
2.000000	31261
2.000000	20080
2.000000	41722
2.000000	20764
2.000000	12874
2.000000	15605
1.000000	1257
1.000000	3333
1.000000	8218
2.000000	16735
2.000000	22548
2.000000	15576
2.000000	196621
2.000000	13002
2.000000	25091
1.000000	3549
1.000000	680
1.000000	8426
1.000000	553
1.000000	29608
1.000000	37989
2.000000	29140
2.000000	47872
1.000000	52863
2.000000	8596
2.000000	1764
2.000000	48526
2.000000	18881
2.000000	52873
2.000000	12956
1.000000	3320
1.000000	10026
1.000000	4589
1.000000	12654
1.000000	8455
2.000000	23106
2.000000	52320
1.000000	1103
2.000000	50763
1.000000	34781
1.000000	13030
1.000000	28329
1.000000	1273
2.000000	7575
2.000000	14061
2.000000	263075
2.000000	41617
2.000000	29075
2.000000	25152
2.000000	1916
1.000000	8928
1.000000	29680
2.000000	35369
2.000000	52720
