mu	MCC
0.010000	0.455635
0.050000	0.476319
0.100000	0.489216
0.250000	0.480004
0.400000	0.387140
0.550000	0.497921
0.700000	0.400369
0.850000	0.535864
1.000000	0.510558
2.000000	0.411076
3.000000	0.479189
4.000000	0.497080
5.000000	0.452599
6.000000	0.616988
7.000000	0.540203
8.000000	0.538296
9.000000	0.426619
10.000000	0.416235
20.000000	0.485629
