mu	MCC
0.010000	0.689815
0.050000	0.713759
0.100000	0.673220
0.250000	0.641459
0.400000	0.693750
0.550000	0.652359
0.700000	0.717983
0.850000	0.756268
1.000000	0.721032
2.000000	0.689174
3.000000	0.652251
4.000000	0.638953
5.000000	0.653353
6.000000	0.721590
7.000000	0.733445
8.000000	0.645644
9.000000	0.645745
10.000000	0.676009
20.000000	0.638286
