47872	1
513	1
50763	0
25091	1
3333	0
5396	0
8455	0
37640	0
29449	0
6667	1
22548	0
41497	0
8218	0
6939	0
20764	1
286	1
16347	0
35369	1
48166	1
2857	1
9002	1
1836	1
1280	0
202032	0
6453	0
8758	0
49463	0
8763	1
2613	0
25152	0
23106	0
263152	0
25160	1
15435	0
53070	0
1103	0
22652	0
263651	0
34288	1
9304	1
8283	0
37468	0
12637	0
16735	0
2914	0
12859	1
37989	0
62567	1
6762	0
198290	0
20080	0
37239	0
37497	0
553	1
30844	0
7018	0
52863	0
50304	0
6720	0
25220	1
37271	0
48526	0
4589	1
41617	1
31122	1
29075	0
8596	0
7575	0
29636	1
56730	1
28571	0
8607	1
29680	0
24482	0
680	1
262317	0
50300	0
3257	1
15547	0
50620	0
15605	0
2497	0
53067	0
20932	1
49605	0
51405	1
264911	0
29140	1
19151	0
57821	0
57381	0
8928	0
6881	0
34019	0
9189	1
13030	1
1916	0
8426	0
12779	0
14061	0
262757	0
52720	0
29608	0
28917	1
29686	1
59689	0
1273	0
41722	1
