mu	MCC
0.010000	0.289436
0.050000	0.325694
0.100000	0.408613
0.250000	0.398934
0.400000	0.464396
0.550000	0.509618
0.700000	0.507715
0.850000	0.409572
1.000000	0.497220
2.000000	0.562649
3.000000	0.552825
4.000000	0.615672
5.000000	0.549319
6.000000	0.729961
7.000000	0.576262
8.000000	0.668892
9.000000	0.630707
10.000000	0.634038
20.000000	0.617684
