mu	MCC
0.010000	0.010966
0.050000	0.018895
0.100000	0.027452
0.250000	0.029982
0.400000	0.018363
0.550000	-0.001336
0.700000	0.020267
0.850000	-0.024089
1.000000	0.041450
2.000000	0.014377
3.000000	-0.034977
4.000000	0.034339
5.000000	0.019108
6.000000	0.025556
7.000000	0.030479
8.000000	0.033613
9.000000	0.006622
10.000000	-0.017684
20.000000	0.007511
