mu	MCC
0.010000	-0.037113
0.050000	-0.002576
0.100000	-0.007815
0.250000	-0.006312
0.400000	0.011227
0.550000	-0.017222
0.700000	-0.008353
0.850000	-0.032106
1.000000	-0.028192
2.000000	0.014787
3.000000	0.013201
4.000000	0.010369
5.000000	0.005353
6.000000	-0.048873
7.000000	-0.021517
8.000000	-0.003040
9.000000	-0.005442
10.000000	-0.024681
20.000000	-0.014034
