mu	MCC
0.010000	0.594670
0.050000	0.530484
0.100000	0.588450
0.250000	0.588175
0.400000	0.519037
0.550000	0.529909
0.700000	0.544575
0.850000	0.467496
1.000000	0.485013
2.000000	0.598307
3.000000	0.530466
4.000000	0.585229
5.000000	0.548502
6.000000	0.615485
7.000000	0.377446
8.000000	0.563495
9.000000	0.554136
10.000000	0.532812
20.000000	0.489704
