mu	MCC
0.010000	0.525563
0.050000	0.476777
0.100000	0.469206
0.250000	0.452558
0.400000	0.434627
0.550000	0.575884
0.700000	0.523374
0.850000	0.486598
1.000000	0.511740
2.000000	0.563032
3.000000	0.408469
4.000000	0.587214
5.000000	0.571320
6.000000	0.659348
7.000000	0.476122
8.000000	0.507280
9.000000	0.536648
10.000000	0.402740
20.000000	0.507046
