mu	MCC
0.010000	0.314719
0.050000	0.343405
0.100000	0.271302
0.250000	0.407194
0.400000	0.371810
0.550000	0.362968
0.700000	0.389894
0.850000	0.348695
1.000000	0.270798
2.000000	0.288626
3.000000	0.316348
4.000000	0.358058
5.000000	0.274080
6.000000	0.330751
7.000000	0.267804
8.000000	0.298073
9.000000	0.366121
10.000000	0.314325
20.000000	0.329460
