Class	Node Name
1.000000	37468
1.000000	174
1.000000	2857
1.000000	286
1.000000	57821
1.000000	12586
1.000000	12874
1.000000	3303
1.000000	15605
1.000000	6762
1.000000	1299
1.000000	48039
1.000000	1280
1.000000	513
1.000000	12779
1.000000	9304
1.000000	19151
1.000000	25160
1.000000	29636
1.000000	49605
1.000000	12637
1.000000	50300
1.000000	21320
1.000000	20932
1.000000	31122
1.000000	41497
1.000000	8218
1.000000	1273
1.000000	12654
1.000000	20965
1.000000	680
1.000000	1103
1.000000	28917
1.000000	6939
1.000000	8359
1.000000	3356
1.000000	41617
1.000000	56730
1.000000	31463
1.000000	2914
1.000000	29208
1.000000	62567
1.000000	8763
1.000000	14061
1.000000	20080
1.000000	7575
1.000000	15435
1.000000	25220
1.000000	8455
1.000000	12859
1.000000	9002
1.000000	8596
1.000000	37497
1.000000	41722
1.000000	20764
1.000000	21396
1.000000	1257
1.000000	3333
1.000000	1239
1.000000	8607
1.000000	15685
1.000000	37271
1.000000	37239
1.000000	37640
1.000000	13030
1.000000	42708
1.000000	6881
1.000000	3257
1.000000	47872
1.000000	202032
1.000000	2497
1.000000	701
1.000000	34288
1.000000	50304
1.000000	58299
1.000000	29680
1.000000	5511
1.000000	29608
1.000000	50763
1.000000	34781
1.000000	198249
1.000000	20612
1.000000	57381
1.000000	198385
1.000000	6453
1.000000	64396
1.000000	1836
1.000000	35369
1.000000	8758
1.000000	8928
1.000000	8283
1.000000	8732
1.000000	202194
1.000000	7018
1.000000	3320
1.000000	196621
1.000000	59891
1.000000	30844
1.000000	6667
1.000000	24482
1.000000	15547
1.000000	31424
1.000000	5396
1.000000	1853
1.000000	25091
1.000000	13002
1.000000	25152
1.000000	6720
