mu	MCC
0.010000	0.506567
0.050000	0.574469
0.100000	0.496588
0.250000	0.569236
0.400000	0.495573
0.550000	0.518934
0.700000	0.501162
0.850000	0.499892
1.000000	0.490446
2.000000	0.543984
3.000000	0.503661
4.000000	0.534756
5.000000	0.529386
6.000000	0.512290
7.000000	0.510316
8.000000	0.452104
9.000000	0.518288
10.000000	0.498667
20.000000	0.434600
