mu	MCC
0.010000	0.204329
0.050000	0.246058
0.100000	0.262876
0.250000	0.279329
0.400000	0.170214
0.550000	0.302369
0.700000	0.270652
0.850000	0.165774
1.000000	0.274801
2.000000	0.258582
3.000000	0.190623
4.000000	0.309036
5.000000	0.354297
6.000000	0.317396
7.000000	0.228138
8.000000	0.168067
9.000000	0.284855
10.000000	0.205246
20.000000	0.255467
