mu	MCC
0.010000	0.109830
0.050000	0.170224
0.100000	0.175482
0.250000	0.110260
0.400000	0.176650
0.550000	0.135763
0.700000	0.149491
0.850000	0.123359
1.000000	0.149463
2.000000	0.180972
3.000000	0.139588
4.000000	0.127207
5.000000	0.097227
6.000000	0.151710
7.000000	0.190462
8.000000	0.157211
9.000000	0.131550
10.000000	0.144651
20.000000	0.138027
