mu	MCC
0.010000	0.504286
0.050000	0.308074
0.100000	0.262058
0.250000	0.414059
0.400000	0.372555
0.550000	0.400538
0.700000	0.378301
0.850000	0.386884
1.000000	0.413525
2.000000	0.344787
3.000000	0.402631
4.000000	0.364264
5.000000	0.361821
6.000000	0.372165
7.000000	0.334865
8.000000	0.235204
9.000000	0.426477
10.000000	0.457875
20.000000	0.455438
