mu	MCC
0.010000	0.613743
0.050000	0.686780
0.100000	0.666961
0.250000	0.694651
0.400000	0.734430
0.550000	0.721002
0.700000	0.701919
0.850000	0.755940
1.000000	0.754892
2.000000	0.739416
3.000000	0.800024
4.000000	0.782144
5.000000	0.728290
6.000000	0.752990
7.000000	0.744306
8.000000	0.752644
9.000000	0.775324
10.000000	0.770757
20.000000	0.770136
