mu	MCC
0.010000	0.576499
0.050000	0.583116
0.100000	0.604626
0.250000	0.521756
0.400000	0.654804
0.550000	0.581058
0.700000	0.586797
0.850000	0.569153
1.000000	0.551551
2.000000	0.559919
3.000000	0.724355
4.000000	0.548708
5.000000	0.608311
6.000000	0.646325
7.000000	0.627990
8.000000	0.616113
9.000000	0.586132
10.000000	0.632106
20.000000	0.681446
