mu	MCC
0.010000	0.424190
0.050000	0.400370
0.100000	0.447447
0.250000	0.455932
0.400000	0.432039
0.550000	0.565485
0.700000	0.523668
0.850000	0.365169
1.000000	0.488791
2.000000	0.456870
3.000000	0.494775
4.000000	0.536498
5.000000	0.412273
6.000000	0.505457
7.000000	0.550923
8.000000	0.535286
9.000000	0.473781
10.000000	0.424168
20.000000	0.534833
