mu	MCC
0.010000	0.114063
0.050000	0.151697
0.100000	0.175422
0.250000	0.149487
0.400000	0.228020
0.550000	0.212297
0.700000	0.200982
0.850000	0.133139
1.000000	0.177945
2.000000	0.192519
3.000000	0.175720
4.000000	0.188965
5.000000	0.118433
6.000000	0.191433
7.000000	0.170445
8.000000	0.217276
9.000000	0.199754
10.000000	0.129606
20.000000	0.197722
