47872	0
513	1
50763	1
25091	1
41497	0
3333	1
8455	1
37640	0
29449	0
6667	1
196621	0
8763	0
5396	0
25220	1
8218	0
6939	0
20764	0
286	1
57381	1
59689	0
9002	0
1836	0
2857	1
1280	0
57821	1
202032	0
6453	1
8758	0
49463	0
12859	0
2613	1
25152	0
23106	0
263152	0
25160	0
263651	0
15435	1
53070	0
1103	1
30844	0
29608	1
34288	0
9304	0
8283	1
37468	0
12637	0
16735	0
2914	0
58299	0
37989	1
62567	0
198249	0
7018	1
31122	0
20080	1
37239	0
22548	0
22652	1
6762	0
52863	0
50304	1
6720	0
20612	0
37271	0
64396	0
48526	0
4589	1
41617	1
198290	0
29075	0
8596	0
7575	0
20932	1
56730	0
28571	0
264911	0
8607	0
29680	0
24482	0
263075	0
680	1
28329	0
262317	0
50300	1
3257	1
15547	0
50620	0
15605	0
31424	0
2497	0
53067	0
29636	0
49605	0
51405	0
19151	0
202194	0
29140	1
37497	0
16347	0
35369	0
34781	0
8928	1
6881	1
34019	0
9189	1
13030	0
1916	0
8426	0
12779	0
14061	0
262757	0
52720	0
198385	0
59891	0
28917	1
29686	1
553	1
1273	1
41722	1
