mu	MCC
0.010000	0.386454
0.050000	0.334218
0.100000	0.394110
0.250000	0.377074
0.400000	0.344877
0.550000	0.318966
0.700000	0.363183
0.850000	0.320217
1.000000	0.380695
2.000000	0.335345
3.000000	0.351896
4.000000	0.326969
5.000000	0.351838
6.000000	0.357151
7.000000	0.317497
8.000000	0.355167
9.000000	0.303440
10.000000	0.344664
20.000000	0.327212
