mu	MCC
0.010000	0.384050
0.050000	0.413277
0.100000	0.332995
0.250000	0.420250
0.400000	0.317742
0.550000	0.372041
0.700000	0.469647
0.850000	0.396422
1.000000	0.419665
2.000000	0.419925
3.000000	0.356497
4.000000	0.390890
5.000000	0.396441
6.000000	0.370079
7.000000	0.417665
8.000000	0.392886
9.000000	0.366032
10.000000	0.384577
20.000000	0.338294
