mu	MCC
0.010000	0.471247
0.050000	0.432513
0.100000	0.452005
0.250000	0.442180
0.400000	0.464560
0.550000	0.446938
0.700000	0.415345
0.850000	0.333026
1.000000	0.434280
2.000000	0.459419
3.000000	0.420016
4.000000	0.440187
5.000000	0.408082
6.000000	0.420606
7.000000	0.447190
8.000000	0.459631
9.000000	0.416740
10.000000	0.467504
20.000000	0.402754
