mu	MCC
0.010000	0.524627
0.050000	0.580656
0.100000	0.638675
0.250000	0.597477
0.400000	0.529660
0.550000	0.557850
0.700000	0.468225
0.850000	0.558403
1.000000	0.663207
2.000000	0.550999
3.000000	0.540389
4.000000	0.525947
5.000000	0.590917
6.000000	0.599051
7.000000	0.470441
8.000000	0.503219
9.000000	0.466884
10.000000	0.560992
20.000000	0.563142
