mu	MCC
0.010000	0.100008
0.050000	0.058658
0.100000	0.125395
0.250000	0.215545
0.400000	0.182628
0.550000	0.151180
0.700000	0.187420
0.850000	0.196158
1.000000	0.147598
2.000000	0.200128
3.000000	0.192315
4.000000	0.177210
5.000000	0.241290
6.000000	0.283903
7.000000	0.226143
8.000000	0.242473
9.000000	0.153093
10.000000	0.208401
20.000000	0.227087
