mu	MCC
0.010000	0.618554
0.050000	0.762064
0.100000	0.852957
0.250000	0.764906
0.400000	0.673460
0.550000	0.819888
0.700000	0.704357
0.850000	0.878700
1.000000	0.822214
2.000000	0.548330
3.000000	0.611378
4.000000	0.605557
5.000000	0.701959
6.000000	0.760421
7.000000	0.637362
8.000000	0.563781
9.000000	0.605693
10.000000	0.691008
20.000000	0.697089
