Class	Node Name
2.000000	52873
2.000000	52720
2.000000	12956
2.000000	1916
2.000000	174
2.000000	22548
2.000000	16735
2.000000	14061
2.000000	1299
2.000000	7018
2.000000	34781
2.000000	42708
2.000000	8447
2.000000	50304
2.000000	6720
2.000000	12654
2.000000	29608
2.000000	53070
2.000000	10429
2.000000	37239
2.000000	36937
2.000000	1836
2.000000	20612
2.000000	6453
2.000000	34288
2.000000	25220
2.000000	7575
2.000000	6461
2.000000	25933
2.000000	3549
2.000000	7738
2.000000	263321
2.000000	52320
2.000000	262757
2.000000	28138
2.000000	8455
2.000000	57821
2.000000	12586
2.000000	3491
2.000000	30844
2.000000	680
2.000000	553
2.000000	8758
2.000000	8220
2.000000	196621
2.000000	2895
2.000000	3267
2.000000	29691
2.000000	57118
2.000000	3356
2.000000	14361
2.000000	1853
2.000000	1764
2.000000	263584
2.000000	4777
2.000000	2497
2.000000	1221
2.000000	4637
2.000000	4608
2.000000	16397
2.000000	263075
2.000000	26615
2.000000	9304
2.000000	13030
2.000000	49605
2.000000	24482
2.000000	15547
2.000000	198249
2.000000	51395
2.000000	202194
2.000000	58299
2.000000	9189
2.000000	30132
2.000000	45896
2.000000	28220
2.000000	6762
2.000000	39821
2.000000	9002
2.000000	12859
2.000000	50300
2.000000	8222
2.000000	50763
2.000000	15435
2.000000	47872
2.000000	6667
2.000000	31424
2.000000	29140
2.000000	3333
2.000000	8283
2.000000	57381
2.000000	1103
2.000000	13237
2.000000	20562
2.000000	62567
2.000000	8218
2.000000	52863
2.000000	64396
2.000000	19151
2.000000	59891
2.000000	8596
2.000000	28917
2.000000	22652
2.000000	20764
2.000000	3257
2.000000	2914
2.000000	29686
2.000000	3252
2.000000	327995
2.000000	37271
2.000000	198385
2.000000	31025
2.000000	25091
2.000000	41095
2.000000	4589
2.000000	28329
2.000000	1280
