mu	MCC
0.010000	0.256037
0.050000	0.225450
0.100000	0.285005
0.250000	0.302210
0.400000	0.280607
0.550000	0.227919
0.700000	0.272785
0.850000	0.270129
1.000000	0.204417
2.000000	0.241092
3.000000	0.216601
4.000000	0.289075
5.000000	0.269129
6.000000	0.359255
7.000000	0.252446
8.000000	0.311358
9.000000	0.215314
10.000000	0.262297
20.000000	0.172512
