mu	MCC
0.010000	0.145398
0.050000	0.156877
0.100000	0.170075
0.250000	0.208177
0.400000	0.248752
0.550000	0.200161
0.700000	0.219770
0.850000	0.270967
1.000000	0.283952
2.000000	0.200051
3.000000	0.380058
4.000000	0.269590
5.000000	0.313725
6.000000	0.378102
7.000000	0.320363
8.000000	0.232595
9.000000	0.324056
10.000000	0.399146
20.000000	0.520841
