Class	Node Name
1.000000	1916
1.000000	1251
1.000000	28329
1.000000	52888
1.000000	14061
1.000000	3356
2.000000	7018
1.000000	6762
1.000000	34781
1.000000	13030
1.000000	59891
1.000000	51395
2.000000	30844
2.000000	6939
2.000000	25160
1.000000	174
2.000000	37239
2.000000	37989
2.000000	4844
1.000000	8763
1.000000	5539
1.000000	34288
1.000000	15576
1.000000	57463
1.000000	29686
2.000000	56730
2.000000	51945
2.000000	2613
2.000000	6893
1.000000	21320
1.000000	1853
1.000000	3320
1.000000	3303
1.000000	16735
1.000000	52320
1.000000	12989
1.000000	3549
2.000000	57821
1.000000	263152
1.000000	1836
1.000000	20612
1.000000	25091
1.000000	680
1.000000	553
2.000000	8426
1.000000	13002
1.000000	20764
2.000000	16347
2.000000	48526
2.000000	29636
1.000000	2914
2.000000	51405
1.000000	6720
1.000000	28917
1.000000	6830
1.000000	513
1.000000	1299
2.000000	49463
1.000000	53070
1.000000	286
1.000000	1764
1.000000	8596
1.000000	202032
1.000000	19151
1.000000	25152
1.000000	6453
1.000000	62567
2.000000	29608
1.000000	25220
1.000000	14840
1.000000	4809
2.000000	34019
1.000000	52720
1.000000	12859
1.000000	3333
1.000000	1273
1.000000	6667
1.000000	24482
1.000000	64396
1.000000	6461
1.000000	7575
1.000000	8218
1.000000	9304
2.000000	50304
1.000000	263075
1.000000	49605
2.000000	59689
2.000000	6881
2.000000	31122
2.000000	50620
2.000000	50300
1.000000	20080
2.000000	37640
1.000000	58299
2.000000	8607
1.000000	202194
1.000000	198385
2.000000	29075
2.000000	37271
2.000000	57381
1.000000	47872
1.000000	44217
1.000000	52863
1.000000	12654
1.000000	21385
2.000000	22652
1.000000	15547
1.000000	35369
1.000000	29140
2.000000	42708
1.000000	2497
1.000000	9002
2.000000	198290
1.000000	8422
1.000000	9189
1.000000	29680
1.000000	29691
1.000000	2857
2.000000	15605
1.000000	1280
2.000000	12779
1.000000	28571
1.000000	57118
1.000000	196621
1.000000	4589
1.000000	3257
1.000000	198249
