mu	MCC
0.010000	0.352859
0.050000	0.382771
0.100000	0.364245
0.250000	0.375329
0.400000	0.368407
0.550000	0.331785
0.700000	0.355344
0.850000	0.379742
1.000000	0.382853
2.000000	0.390493
3.000000	0.376525
4.000000	0.362816
5.000000	0.385910
6.000000	0.396561
7.000000	0.385350
8.000000	0.378577
9.000000	0.384919
10.000000	0.338821
20.000000	0.336799
