mu	MCC
0.010000	0.586333
0.050000	0.652554
0.100000	0.664284
0.250000	0.667504
0.400000	0.687207
0.550000	0.737878
0.700000	0.625625
0.850000	0.681739
1.000000	0.618852
2.000000	0.658854
3.000000	0.570960
4.000000	0.680850
5.000000	0.591847
6.000000	0.611549
7.000000	0.679606
8.000000	0.607843
9.000000	0.576016
10.000000	0.609620
20.000000	0.635383
