mu	MCC
0.010000	0.000250
0.050000	0.013795
0.100000	-0.016417
0.250000	0.008571
0.400000	-0.009904
0.550000	-0.037158
0.700000	-0.016299
0.850000	-0.022880
1.000000	-0.026034
2.000000	-0.025644
3.000000	-0.007280
4.000000	-0.011240
5.000000	-0.017243
6.000000	-0.008287
7.000000	-0.009208
8.000000	-0.002557
9.000000	-0.018417
10.000000	-0.011951
20.000000	0.018992
