Class	Node Name
2.000000	49605
2.000000	35054
1.000000	16685
1.000000	22356
1.000000	4230
1.000000	59689
1.000000	30781
1.000000	6720
1.000000	1853
1.000000	37497
1.000000	3356
2.000000	12637
1.000000	174
1.000000	28634
2.000000	15605
2.000000	12874
1.000000	14907
1.000000	1257
1.000000	29075
1.000000	24490
1.000000	9270
1.000000	7575
2.000000	3333
2.000000	1136
1.000000	52888
1.000000	1916
1.000000	22381
1.000000	53070
1.000000	4809
1.000000	28513
1.000000	3491
1.000000	16347
1.000000	2914
2.000000	25227
2.000000	9002
2.000000	29226
2.000000	2895
1.000000	6894
1.000000	2497
1.000000	24611
1.000000	51405
1.000000	6661
1.000000	8426
1.000000	8167
1.000000	7738
1.000000	25933
2.000000	12654
1.000000	513
2.000000	3303
1.000000	7660
1.000000	20764
1.000000	3549
1.000000	37468
1.000000	8455
1.000000	34177
1.000000	8896
1.000000	51185
2.000000	680
1.000000	20965
1.000000	20080
1.000000	11096
1.000000	6762
1.000000	52873
1.000000	16735
1.000000	9304
1.000000	4134
2.000000	41722
2.000000	39821
2.000000	50877
1.000000	8607
1.000000	13237
1.000000	25091
1.000000	35699
1.000000	12779
1.000000	35369
1.000000	13760
1.000000	25160
1.000000	286
1.000000	11537
1.000000	56730
1.000000	31463
1.000000	198290
1.000000	21320
1.000000	52720
1.000000	30132
1.000000	12859
1.000000	47692
1.000000	33891
1.000000	205206
1.000000	16245
1.000000	25152
1.000000	23148
1.000000	1103
1.000000	22388
1.000000	27750
1.000000	37100
1.000000	327782
1.000000	15435
1.000000	1299
1.000000	701
1.000000	37271
2.000000	5396
1.000000	5511
1.000000	48526
1.000000	24785
1.000000	38001
1.000000	41095
2.000000	39351
1.000000	1239
1.000000	1273
1.000000	6667
1.000000	8220
1.000000	3320
1.000000	15547
1.000000	6830
1.000000	559
1.000000	2603
2.000000	3252
1.000000	20562
2.000000	30844
2.000000	28917
1.000000	327960
1.000000	47147
1.000000	4777
1.000000	2500
2.000000	5392
1.000000	12956
1.000000	28220
1.000000	1280
1.000000	6939
1.000000	43578
1.000000	6893
1.000000	2613
1.000000	2110
1.000000	39122
1.000000	5400
1.000000	23106
1.000000	52320
1.000000	6461
1.000000	8218
1.000000	8283
1.000000	38930
1.000000	49375
2.000000	3257
2.000000	41497
1.000000	13193
2.000000	12350
1.000000	6453
1.000000	24482
1.000000	14061
1.000000	13030
1.000000	29680
1.000000	19151
1.000000	49463
1.000000	52863
