mu	MCC
0.010000	0.370722
0.050000	0.393675
0.100000	0.403787
0.250000	0.406325
0.400000	0.393221
0.550000	0.451953
0.700000	0.389188
0.850000	0.358259
1.000000	0.452601
2.000000	0.401292
3.000000	0.442426
4.000000	0.396080
5.000000	0.423971
6.000000	0.425474
7.000000	0.414227
8.000000	0.415665
9.000000	0.378788
10.000000	0.397162
20.000000	0.369854
