mu	MCC
0.010000	0.672047
0.050000	0.531893
0.100000	0.596604
0.250000	0.613587
0.400000	0.715304
0.550000	0.670946
0.700000	0.594912
0.850000	0.633144
1.000000	0.571968
2.000000	0.608419
3.000000	0.620979
4.000000	0.655060
5.000000	0.580874
6.000000	0.537883
7.000000	0.654429
8.000000	0.631346
9.000000	0.622169
10.000000	0.616071
20.000000	0.610215
