mu	MCC
0.010000	0.287299
0.050000	0.175355
0.100000	0.352703
0.250000	0.427891
0.400000	0.246050
0.550000	0.360513
0.700000	0.344040
0.850000	0.263188
1.000000	0.254194
2.000000	0.428584
3.000000	0.268467
4.000000	0.367748
5.000000	0.418695
6.000000	0.276073
7.000000	0.338834
8.000000	0.354747
9.000000	0.284905
10.000000	0.277424
20.000000	0.426849
