1280	0
513	0
25091	0
3333	1
8455	1
37640	0
6667	0
196621	1
328206	0
20495	1
43100	1
9304	0
12307	1
22548	0
59414	1
57111	0
41497	0
8218	1
6939	0
20764	0
16347	1
57381	1
59689	1
9002	0
1836	1
2857	1
202032	0
6453	0
8758	1
49463	1
12859	0
2613	1
29504	1
23106	0
263152	0
25160	1
53067	0
15435	0
47692	0
53070	0
1103	0
263508	0
6720	1
8283	1
37468	0
12637	0
16735	0
2914	0
58299	1
37989	1
198249	1
6762	0
31122	1
50877	0
20080	0
38001	1
37239	0
5396	0
30844	0
7018	1
50304	1
25152	0
20612	1
263702	1
52873	0
37271	0
48526	1
14061	0
198290	1
29075	1
7575	0
52888	0
29636	1
56730	1
28571	0
8896	1
264911	0
8607	1
34288	1
24482	0
3491	0
50300	1
29608	1
4777	1
262317	0
45896	1
39351	1
3257	1
15547	0
50620	1
21232	1
15605	0
31424	1
2497	0
50763	0
20932	0
49605	0
1916	0
15562	1
51405	1
19151	0
202194	1
263075	0
28634	0
64463	1
57821	1
6881	1
34019	1
13030	1
22652	1
8426	1
12779	0
39122	1
262757	0
52720	0
198385	1
59891	1
28917	0
29680	0
35369	1
1273	0
41722	0
29691	1
31742	1
