mu	MCC
0.010000	0.383121
0.050000	0.354317
0.100000	0.376685
0.250000	0.350823
0.400000	0.356154
0.550000	0.391353
0.700000	0.366126
0.850000	0.334874
1.000000	0.369419
2.000000	0.332327
3.000000	0.333731
4.000000	0.385512
5.000000	0.361212
6.000000	0.448983
7.000000	0.459478
8.000000	0.427531
9.000000	0.392121
10.000000	0.388686
20.000000	0.410487
