mu	MCC
0.010000	0.412309
0.050000	0.427841
0.100000	0.487080
0.250000	0.437375
0.400000	0.354286
0.550000	0.407812
0.700000	0.415063
0.850000	0.467294
1.000000	0.437248
2.000000	0.509046
3.000000	0.412477
4.000000	0.445365
5.000000	0.529465
6.000000	0.565448
7.000000	0.517510
8.000000	0.512350
9.000000	0.439376
10.000000	0.512692
20.000000	0.551521
