mu	MCC
0.010000	0.163913
0.050000	0.228407
0.100000	0.161626
0.250000	0.140676
0.400000	0.228212
0.550000	0.163358
0.700000	0.119437
0.850000	0.135139
1.000000	0.154829
2.000000	0.203887
3.000000	0.252184
4.000000	0.208315
5.000000	0.082902
6.000000	0.189323
7.000000	0.170254
8.000000	0.260229
9.000000	0.235350
10.000000	0.250546
20.000000	0.197267
