mu	MCC
0.010000	0.367249
0.050000	0.341928
0.100000	0.295483
0.250000	0.500052
0.400000	0.456924
0.550000	0.378523
0.700000	0.493723
0.850000	0.514784
1.000000	0.497528
2.000000	0.560722
3.000000	0.573975
4.000000	0.513154
5.000000	0.531748
6.000000	0.670056
7.000000	0.671780
8.000000	0.645897
9.000000	0.506300
10.000000	0.555962
20.000000	0.609152
