Class	Node Name
1.000000	57821
1.000000	12586
2.000000	1916
1.000000	19151
2.000000	22548
2.000000	16735
1.000000	14061
2.000000	3356
1.000000	7018
2.000000	174
1.000000	34781
1.000000	13030
1.000000	8447
1.000000	3320
1.000000	6720
2.000000	12654
2.000000	6939
2.000000	48526
2.000000	25152
1.000000	7575
1.000000	6461
1.000000	25160
2.000000	12389
2.000000	29076
1.000000	3257
1.000000	37239
1.000000	4809
1.000000	30132
1.000000	12859
2.000000	24611
2.000000	51405
1.000000	3549
2.000000	29075
1.000000	8943
1.000000	1299
1.000000	50763
2.000000	5396
1.000000	8220
1.000000	15547
2.000000	8426
1.000000	701
1.000000	2497
1.000000	1280
1.000000	8468
2.000000	8218
1.000000	20932
2.000000	2613
2.000000	6893
2.000000	25933
2.000000	7738
2.000000	263321
1.000000	1764
1.000000	3303
1.000000	513
2.000000	28138
1.000000	8455
1.000000	29680
2.000000	34177
1.000000	1836
1.000000	35054
2.000000	680
2.000000	553
2.000000	56730
2.000000	31463
2.000000	9044
2.000000	20612
1.000000	13002
2.000000	20764
1.000000	25091
1.000000	8607
1.000000	2914
1.000000	8758
2.000000	15576
2.000000	2895
2.000000	29691
2.000000	57118
2.000000	8422
2.000000	9189
2.000000	202194
2.000000	51185
1.000000	29222
1.000000	6453
2.000000	12956
2.000000	58308
1.000000	37271
2.000000	30781
2.000000	8222
2.000000	28917
1.000000	29608
1.000000	14361
2.000000	52888
2.000000	1251
1.000000	1853
2.000000	263584
1.000000	4777
1.000000	1221
1.000000	4637
1.000000	4608
2.000000	49463
2.000000	39821
1.000000	9002
2.000000	53070
2.000000	10429
1.000000	286
1.000000	8596
2.000000	4589
2.000000	6667
2.000000	41095
2.000000	25220
2.000000	28220
1.000000	6762
2.000000	34019
2.000000	12637
2.000000	198249
2.000000	58299
2.000000	41497
1.000000	20080
1.000000	3333
1.000000	35699
1.000000	9304
2.000000	47872
2.000000	51395
2.000000	34288
1.000000	30844
2.000000	50300
2.000000	5580
1.000000	15435
2.000000	52720
1.000000	327995
1.000000	24482
1.000000	50304
1.000000	57381
1.000000	42708
2.000000	52863
2.000000	28329
2.000000	64396
1.000000	3491
1.000000	13237
2.000000	31424
2.000000	49605
2.000000	59689
1.000000	12350
2.000000	59891
1.000000	22652
2.000000	5392
2.000000	198385
2.000000	12779
2.000000	16347
2.000000	3252
2.000000	50620
2.000000	198290
2.000000	15605
2.000000	29686
1.000000	1103
1.000000	38930
1.000000	8283
2.000000	8732
2.000000	262317
2.000000	29140
2.000000	31122
2.000000	196621
1.000000	62567
