mu	MCC
0.010000	0.263662
0.050000	0.243920
0.100000	0.316967
0.250000	0.353680
0.400000	0.222308
0.550000	0.330350
0.700000	0.416595
0.850000	0.309400
1.000000	0.329515
2.000000	0.281037
3.000000	0.402788
4.000000	0.360362
5.000000	0.204605
6.000000	0.270681
7.000000	0.269623
8.000000	0.383523
9.000000	0.299972
10.000000	0.313505
20.000000	0.318471
