mu	MCC
0.010000	0.674265
0.050000	0.520624
0.100000	0.674666
0.250000	0.659310
0.400000	0.679009
0.550000	0.609672
0.700000	0.676989
0.850000	0.571930
1.000000	0.632381
2.000000	0.533224
3.000000	0.493743
4.000000	0.548527
5.000000	0.631020
6.000000	0.491572
7.000000	0.647584
8.000000	0.543973
9.000000	0.570566
10.000000	0.674714
20.000000	0.571006
