mu	MCC
0.010000	0.025352
0.050000	0.018154
0.100000	0.096322
0.250000	0.010422
0.400000	0.003671
0.550000	-0.000903
0.700000	0.024222
0.850000	0.006952
1.000000	0.033527
2.000000	0.035833
3.000000	0.084894
4.000000	0.036636
5.000000	0.035961
6.000000	0.014556
7.000000	0.023282
8.000000	0.006842
9.000000	0.044253
10.000000	0.025582
20.000000	0.037958
