mu	MCC
0.010000	0.178548
0.050000	0.233263
0.100000	0.159828
0.250000	0.155431
0.400000	0.224224
0.550000	0.247005
0.700000	0.205531
0.850000	0.193169
1.000000	0.167295
2.000000	0.235095
3.000000	0.203122
4.000000	0.159015
5.000000	0.180588
6.000000	0.185549
7.000000	0.208916
8.000000	0.226797
9.000000	0.159737
10.000000	0.205543
20.000000	0.120744
